Person_ID,ProjectEnrollment_ID,Client_Age_at_Entry,LastPermanentZip,ProjectEnrollmentDate,Destination,Start_Date,Exit_Date,Project_Name,HousingStatus_atProjectStart,LivingSituationBeforeProgram,ProjectStayHousehold_ID
182499,144118,6,79007,11/9/12,"Rental by client, no ongoing housing subsidy (HUD)",12/6/10,9/17/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",144112
182500,144119,3,79007,11/9/12,"Rental by client, no ongoing housing subsidy (HUD)",12/6/10,9/17/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",144112
182501,144120,3,79007,11/9/12,"Rental by client, no ongoing housing subsidy (HUD)",12/6/10,9/17/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",144112
182512,140323,0,93955,1/3/13,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",11/1/10,12/2/12,MOSBE The Salvation Army - Casa de las Palmas(2088),Stably housed (HUD),"Rental by client, no ongoing housing subsidy (HUD)",140322
182525,136044,37,93933,11/9/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",9/30/10,9/4/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 2 - At imminent risk of losing housing (HUD),"Rental by client, no ongoing housing subsidy (HUD)",136044
182526,136046,8,93933,11/9/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",9/30/10,9/4/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136044
182527,136045,3,93933,11/9/12,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",9/30/10,9/4/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 2 - At imminent risk of losing housing (HUD),"Rental by client, no ongoing housing subsidy (HUD)",136044
182536,138283,53,94590,5/13/11,Safe Haven (HUD),10/26/10,5/13/11,MOSBE Veterans Transition Center GPD(2862),Stably housed (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",138283
182570,145831,65,93955,8/9/12,"Jail, prison or juvenile detention facility (HUD)",12/5/11,7/12/12,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),145831
182578,135541,43,93901,7/13/11,"Rental by client, with other ongoing housing subsidy (HUD)",8/18/10,2/15/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",135541
182579,136866,25,78070,10/30/12,"Rental by client, no ongoing housing subsidy (HUD)",10/1/10,10/1/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136866
182579,140406,25,93908,8/17/11,Client doesn't know (HUD),7/18/11,7/28/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",140406
182580,136867,1,78070,10/30/12,"Rental by client, no ongoing housing subsidy (HUD)",10/1/10,10/1/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136866
182583,136850,28,93933,5/7/12,"Rental by client, with other ongoing housing subsidy (HUD)",10/1/10,4/11/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136850
182584,136851,4,93933,5/7/12,"Rental by client, with other ongoing housing subsidy (HUD)",10/1/10,4/11/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",136850
182599,135628,30,93901,1/7/11,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",8/23/10,1/3/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),"Rental by client, no ongoing housing subsidy (HUD)",135628
182599,137448,30,93901,5/25/11,"Staying or living with friends, permanent tenure (HUD)",1/10/11,5/13/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),"Jail, prison or juvenile detention facility (HUD)",137448
182600,135629,19,93940,1/7/11,Transitional housing for homeless persons (including homeless youth) (HUD),8/23/10,12/30/10,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",135629
182600,137855,19,93955,6/20/11,Client refused (HUD),12/30/10,6/18/11,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),137855
182600,140888,19,93955,9/29/11,Client doesn't know (HUD),12/30/10,6/18/11,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),140888
182614,135670,51,93923,7/11/12,Permanent housing for formerly homeless persons (HUD),8/20/10,6/19/12,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",135670
182626,225802,28,93940,10/16/13,"Rental by client, no ongoing housing subsidy (HUD)",2/28/12,5/14/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171908
182627,171909,9,93940,10/16/13,"Rental by client, no ongoing housing subsidy (HUD)",2/28/12,5/14/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171908
182628,171910,5,93940,10/16/13,"Rental by client, no ongoing housing subsidy (HUD)",2/28/12,5/14/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",171908
182673,137951,38,93906,7/27/12,"Rental by client, no ongoing housing subsidy (HUD)",2/8/11,3/30/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",137951
182674,137952,8,93906,5/7/12,"Rental by client, no ongoing housing subsidy (HUD)",2/8/11,3/30/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",137951
182760,136462,19,95632,9/29/11,Place not meant for habitation (HUD),11/8/10,2/16/11,MOSBE CHS-Safe Passage(2816),Category 1 - Homeless (HUD),Foster care home or foster care group home (HUD),136462
182781,135953,32,93940,1/5/12,Place not meant for habitation (HUD),9/15/10,1/7/11,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),135953
182803,136004,20,93906,3/2/11,Transitional housing for homeless persons (including homeless youth) (HUD),9/23/10,2/23/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Stably housed (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136004
182803,138187,20,93955,8/26/11,"Staying or living with family, permanent tenure (HUD)",2/23/11,7/31/11,MOSBE CHS-Elm House(2142),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),138187
182818,136039,34,,6/8/11,"Staying or living with family, permanent tenure (HUD)",9/20/10,12/18/10,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Substance abuse treatment facility or detox center (HUD),136039
182820,136053,6,79007,10/14/11,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",9/1/10,11/18/10,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),136052
182821,136060,1,93901,11/30/12,"Rental by client, no ongoing housing subsidy (HUD)",9/30/10,3/2/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136059
182836,136070,28,93901,3/29/11,Safe Haven (HUD),10/5/10,3/18/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),"Jail, prison or juvenile detention facility (HUD)",136070
182843,136084,46,93907,10/6/10,Client doesn't know (HUD),9/13/10,10/3/10,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),136084
182843,136748,46,93907,9/8/14,Other (HUD),11/18/10,6/30/12,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),136748
182843,140010,46,93907,7/13/11,Client doesn't know (HUD),9/13/10,11/18/10,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),140010
182844,136085,51,93901,9/8/14,Other (HUD),9/13/10,6/30/12,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),136085
182844,138840,51,93901,3/31/11,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",9/13/10,3/18/11,zzz*inactive* MOSBE CHS-Genesis House(2090),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),138840
182844,231984,54,87144,8/10/15,"Rental by client, no ongoing housing subsidy (HUD)",8/12/13,8/4/15,MOSBE  SOP: Transitional Housing - Men In Transition(2107),Category 1 - Homeless (HUD),Place not meant for habitation (HUD),231984
182852,171672,23,93962,3/27/13,"Staying or living with family, permanent tenure (HUD)",10/19/10,2/10/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136243
182853,171673,0,93962,3/27/13,"Staying or living with family, permanent tenure (HUD)",10/19/10,2/10/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136243
182857,136110,26,93912,1/4/12,"Rental by client, no ongoing housing subsidy (HUD)",9/18/09,12/3/10,MOSBE CHS-Elm House(2142),,"Staying or living in a friend's room, apartment or house (HUD)",136110
182857,136662,26,93912,12/14/10,"Rental by client, no ongoing housing subsidy (HUD)",9/18/09,12/3/10,MOSBE CHS-Elm House(2142),,"Staying or living in a friend's room, apartment or house (HUD)",136662
182861,136116,32,93907,3/20/13,"Rental by client, no ongoing housing subsidy (HUD)",10/8/10,10/11/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136116
182862,136118,7,93907,3/27/13,"Rental by client, no ongoing housing subsidy (HUD)",10/8/10,10/11/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136116
182863,136117,2,93907,3/27/13,"Rental by client, no ongoing housing subsidy (HUD)",10/8/10,10/11/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136116
182884,209928,51,93955,9/12/14,"Staying or living with friends, temporary tenure (e.g., room apartment or house)(HUD)",4/8/13,5/28/14,MOSBE Interim - MCHOME - Lexington(2871),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",209928
182909,144132,0,93930,11/11/11,"Rental by client, no ongoing housing subsidy (HUD)",9/21/10,2/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Other (HUD),130921
182910,136206,42,93930,2/9/11,"Rental by client, no ongoing housing subsidy (HUD)",10/14/10,2/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),Hotel or motel paid for without emergency shelter voucher (HUD),130921
182911,136207,54,93905,7/11/12,Permanent housing for formerly homeless persons (HUD),10/11/10,9/29/11,MOSBE Interim - Shelter Cove(2118),Category 1 - Homeless (HUD),Transitional housing for homeless persons (including homeless youth) (HUD),136207
182914,136243,23,93962,3/27/13,"Staying or living with family, permanent tenure (HUD)",11/1/10,2/10/12,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136243
182954,140989,2,93955,1/7/13,"Staying or living with family, temporary tenure (e.g., room, apartment or house)(HUD)",4/27/11,10/30/12,MOSBE SOP: Transitional Housing - Wittenmyer (Homeward Bound)(2106),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",139192
182991,136354,28,93950,6/7/12,"Rental by client, no ongoing housing subsidy (HUD)",11/3/10,5/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",136354
182992,136356,10,93950,6/7/12,"Rental by client, no ongoing housing subsidy (HUD)",11/3/10,5/9/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a friend's room, apartment or house (HUD)",136354
182993,138286,30,93955,10/23/12,"Rental by client, no ongoing housing subsidy (HUD)",2/22/11,7/20/12,MOSBE SOP: Transitional Housing - Lexington Court(2136),At-risk of homelessness (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",138286
182997,138289,33,93933,10/23/12,"Rental by client, no ongoing housing subsidy (HUD)",2/22/11,7/20/12,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",138286
182998,138288,11,93933,10/23/12,"Rental by client, no ongoing housing subsidy (HUD)",2/22/11,7/20/12,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",138286
183001,138287,4,93933,10/23/12,"Rental by client, no ongoing housing subsidy (HUD)",2/22/11,7/20/12,MOSBE SOP: Transitional Housing - Lexington Court(2136),Category 2 - At imminent risk of losing housing (HUD),"Staying or living in a family member's room, apartment or house (HUD)",138286
183002,138449,40,93950,3/11/13,"Rental by client, no ongoing housing subsidy (HUD)",3/9/11,3/11/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",138449
183003,138450,11,93950,3/11/13,"Rental by client, no ongoing housing subsidy (HUD)",3/9/11,3/11/13,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Emergency shelter, including hotel or motel paid for with emergency shelter voucher(HUD)",138449
183021,136413,5,93901,1/12/11,Client doesn't know (HUD),11/9/10,1/12/11,MOSBE Pueblo del Mar Family Recovery Community(2115),Category 1 - Homeless (HUD),"Staying or living in a family member's room, apartment or house (HUD)",136412
